"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"281","GO:0006936","GO:0006936","muscle contraction","36/1066","351/18903",0.000394377768865577,0.00755381264488306,0.00612915934541986,"RNF207/EDN2/GJA5/LMOD1/SCN7A/CALCRL/DES/NMUR1/STAC/TNNC1/NMU/NPNT/PDE5A/ADRB2/DSP/CCN2/UTRN/DOCK4/CAV1/SULF1/TMOD1/PRKG1/PLCE1/CRYAB/KCNJ5/KCNJ8/TBX3/EDNRB/SYNM/MYH11/SGCA/TBX2/CNN1/COMP/TNNT1/MYL9",36
"282","GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","35/1066","338/18903",0.000395282086817039,0.00755381264488306,0.00612915934541986,"TGFBR3/XDH/ZEB2/PPARG/VEPH1/SLIT2/NPNT/FGF2/HHIP/SCUBE3/RUNX2/BMPER/CAV2/CAV1/SULF1/CDKN2B/ENG/ITGA8/JCAD/ZEB1/MMRN2/FOLR1/FZD4/ACVRL1/GREM1/TMEM204/ZNF423/CDH5/GATA6/CCBE1/LTBP4/FERMT1/BMP2/CHRDL1/GPC3",35
"280","GO:1903046","GO:1903046","meiotic cell cycle process","25/1066","212/18903",0.000391952990494021,0.00754369523490099,0.00612095008463219,"CDC20/RAD54L/NUF2/ASPM/NCAPH/FANCD2/SGO1/CDC25A/MND1/CDC25C/PTTG1/TTK/CCNE2/RAD51AP1/ESPL1/BUB1B/RAD51/CCNB2/PLK1/FANCA/TOP2A/P3H4/NDC80/CCNE1/AURKA",25
"279","GO:0010634","GO:0010634","positive regulation of epithelial cell migration","22/1066","176/18903",0.000383377339611457,0.00740509133751305,0.00600848695999242,"PRKCE/ATOH8/WNT7A/TGFBR2/HYAL1/GATA2/ANXA3/FGF2/SEMA5A/HBEGF/FLT4/SASH1/ANGPT1/TEK/GLIPR2/JCAD/RHOJ/CCBE1/ANGPT4/MMP9/PDGFB/SRPX2",22
"278","GO:0072593","GO:0072593","reactive oxygen species metabolic process","27/1066","235/18903",0.000356337140679591,0.00690755701842561,0.00560478789240069,"NCF2/INAVA/XDH/PID1/TGFBR2/AGTR1/SNCA/GPX3/TFAP2A/SESN1/CCN2/SLC1A1/TLR4/ALOX5/SFTPD/CAT/CRYAB/FOXM1/LRRK2/FBLN5/DUOXA1/DUOX1/NQO1/ACP5/PDGFB/PRDX4/MAOB",27
"275","GO:0003071","GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","7/1066","25/18903",0.000348408041107203,0.00678641722225483,0.00550649512969823,"GJA5/AGTR1/EDNRB/GAS6/CORO2B/EMP2/PDGFB",7
"276","GO:0031579","GO:0031579","membrane raft organization","7/1066","25/18903",0.000348408041107203,0.00678641722225483,0.00550649512969823,"MAL/CAV2/CAV1/EMP2/FA2H/COLEC12/MYADM",7
"277","GO:0003012","GO:0003012","muscle system process","44/1066","455/18903",0.000348828645493522,0.00678641722225483,0.00550649512969823,"RNF207/EDN2/GJA5/LMOD1/SCN7A/CALCRL/DES/NMUR1/LMCD1/PPARG/STAC/TNNC1/P2RY1/NMU/NPNT/PDE5A/ADRB2/DSP/CCN2/UTRN/MIR25/DOCK4/CAV1/EZH2/SULF1/FBXO32/TMOD1/PRKG1/MYOZ1/PLCE1/CRYAB/KCNJ5/KCNJ8/TBX3/EDNRB/SYNM/MYH11/SGCA/TBX2/GATA6/CNN1/COMP/TNNT1/MYL9",44
"273","GO:0010232","GO:0010232","vascular transport","14/1066","87/18903",0.000344827665012515,0.00678203024362205,0.00550293553769492,"MFSD2A/SLC2A1/LEPR/SLC15A2/ABCG2/AGER/SLC29A4/FABP5/SLC1A1/SLCO2B1/KCNJ8/SLC7A5/ATP1B2/ABCC3",14
"274","GO:0150104","GO:0150104","transport across blood-brain barrier","14/1066","87/18903",0.000344827665012515,0.00678203024362205,0.00550293553769492,"MFSD2A/SLC2A1/LEPR/SLC15A2/ABCG2/AGER/SLC29A4/FABP5/SLC1A1/SLCO2B1/KCNJ8/SLC7A5/ATP1B2/ABCC3",14
"272","GO:0048732","GO:0048732","gland development","43/1066","441/18903",0.000340325921752822,0.00674270732472778,0.00547102894334838,"PCSK9/TGFBR3/WNT3A/XDH/LIMS2/TGFBR2/GATA2/FGF2/RXFP1/CDO1/PITX1/ID4/NOTCH4/TCF21/HOXA5/CAV1/EZH2/FGL1/SULF1/CDKN2B/SLC46A2/FGFR2/E2F8/MDK/CADM1/NTN4/TBX3/CPB2/SIX1/SIX4/CCNB2/STRA6/MESP1/FA2H/FOXF1/SLC7A5/CDK5RAP3/NME1/TBX2/GATA6/CEACAM1/BMP2/AURKA",43
"268","GO:0051382","GO:0051382","kinetochore assembly","6/1066","18/18903",0.000327313272236291,0.00650882370509731,0.00528125590549448,"CENPF/CENPA/CENPE/CENPK/KNTC1/DLGAP5",6
"269","GO:0051782","GO:0051782","negative regulation of cell division","6/1066","18/18903",0.000327313272236291,0.00650882370509731,0.00528125590549448,"ASPM/E2F8/BLM/ORC6/AURKB/SUSD2",6
"270","GO:0051917","GO:0051917","regulation of fibrinolysis","6/1066","18/18903",0.000327313272236291,0.00650882370509731,0.00528125590549448,"FAP/F11/F12/PLAU/CPB2/THBD",6
"271","GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","6/1066","18/18903",0.000327313272236291,0.00650882370509731,0.00528125590549448,"CDCA8/NEK2/ECT2/CCNB1/AURKB/SPAG5",6
"267","GO:0042447","GO:0042447","hormone catabolic process","5/1066","12/18903",0.000320595625091101,0.00647074840305596,0.00525036162676299,"MME/SPP1/HSD17B6/DIO2/ACE",5
"265","GO:0032963","GO:0032963","collagen metabolic process","16/1066","107/18903",0.00031922749965777,0.00646735712652527,0.00524760994688713,"FAP/P3H2/RETREG1/TNXB/CCN2/ENG/VSIR/MMP12/MMP13/TNS2/MMP17/RGCC/MFAP4/MMP28/P3H4/MMP9",16
"266","GO:0060840","GO:0060840","artery development","16/1066","107/18903",0.00031922749965777,0.00646735712652527,0.00524760994688713,"GJA5/COL3A1/ROBO2/SOX4/ADGRF5/ENG/MDK/FOLR1/PRICKLE1/ACVRL1/SIX1/STRA6/FOXF1/FKBP10/TBX2/COMP",16
"264","GO:0043583","GO:0043583","ear development","26/1066","221/18903",0.000314215022805828,0.00641403317386594,0.00520434292159255,"EPHB2/ROR1/COL11A1/WNT3A/KCNK3/OTX1/MCM2/GATA2/CCNA2/FGF2/TFAP2A/LHFPL5/SOBP/BMPER/ITGA8/ZEB1/FGFR2/MYO7A/LIN7A/TBX3/GJB2/SIX1/SIX4/STRA6/TBX2/BMP2",26
"262","GO:0035115","GO:0035115","embryonic forelimb morphogenesis","8/1066","32/18903",0.000311110953307385,0.00637481721434791,0.00517252311402393,"CRABP2/WNT7A/TFAP2A/RUNX2/RSPO2/RECK/TBX5/TBX3",8
"263","GO:0061384","GO:0061384","heart trabecula morphogenesis","8/1066","32/18903",0.000311110953307385,0.00637481721434791,0.00517252311402393,"TGFBR3/S1PR1/FHL2/HEG1/TEK/ENG/RBP4/ADAMTS1",8
"261","GO:0021782","GO:0021782","glial cell development","17/1066","117/18903",0.000298299059010603,0.0061591326781921,0.00499751680229903,"C1QA/ROR1/MAL/TPPP/ID4/SOX4/AGER/TLR4/LAMC3/MDK/MYRF/WASF3/FA2H/ASPA/LGI4/PRX/C5AR1",17
"259","GO:0007080","GO:0007080","mitotic metaphase plate congression","11/1066","57/18903",0.000293475393490556,0.00608284190584848,0.00493561451238773,"CDCA8/KIF2C/NUF2/KIF14/CENPE/CCNB1/KIFC1/CDCA5/CDT1/AURKB/NDC80",11
"260","GO:0090329","GO:0090329","regulation of DNA-templated DNA replication","11/1066","57/18903",0.000293475393490556,0.00608284190584848,0.00493561451238773,"MCM2/RFC4/MCM4/DSCC1/E2F8/DACH1/BLM/CHTF18/GINS2/CDT1/GINS1",11
"255","GO:0010517","GO:0010517","regulation of phospholipase activity","12/1066","66/18903",0.000283229734698782,0.00598445787793027,0.0048557857672886,"NMUR1/AGTR1/SNCA/FGF2/ANXA8L1/FGFR2/P2RY6/PLA2G1B/S1PR4/RASGRP4/C5AR1/ARHGAP6",12
"256","GO:0071103","GO:0071103","DNA conformation change","16/1066","106/18903",0.000286193552278739,0.00598445787793027,0.0048557857672886,"RAD54L/MCM2/RFC4/HMGA1/MCM4/DSCC1/RECQL4/DNA2/RAD51/PIF1/BLM/CHTF18/GINS2/TOP2A/GINS1/HMGB3",16
"257","GO:0003197","GO:0003197","endocardial cushion development","10/1066","48/18903",0.000286507725460384,0.00598445787793027,0.0048557857672886,"TGFBR2/ROBO2/ENG/ACVRL1/TBX5/TBX3/FOXF1/TMEM100/TBX2/BMP2",10
"258","GO:0046850","GO:0046850","regulation of bone remodeling","10/1066","48/18903",0.000286507725460384,0.00598445787793027,0.0048557857672886,"LEPR/S1PR1/CLDN18/SPP1/IL20RA/ADAM8/MDK/SYT7/UBASH3B/GREM1",10
"254","GO:0034103","GO:0034103","regulation of tissue remodeling","14/1066","85/18903",0.000268979351426259,0.00570680994029965,0.00463050238634348,"LEPR/S1PR1/PPARG/CLDN18/SPP1/FLT4/IL20RA/ADAM8/MDK/SYT7/UBASH3B/IL23A/GREM1/CEACAM1",14
"252","GO:0036303","GO:0036303","lymph vessel morphogenesis","7/1066","24/18903",0.000263596905102184,0.00561471826717656,0.00455577925439764,"TIE1/FGF2/FLT4/SVEP1/ACVRL1/CLEC14A/CCBE1",7
"253","GO:0061484","GO:0061484","hematopoietic stem cell homeostasis","7/1066","24/18903",0.000263596905102184,0.00561471826717656,0.00455577925439764,"GATA2/OCIAD2/EMCN/SOX4/MYCT1/SEPTIN4/FOXA3",7
"250","GO:0010594","GO:0010594","regulation of endothelial cell migration","27/1066","230/18903",0.00025192347878752,0.005408827199944,0.00438871935786688,"ATOH8/PPARG/WNT7A/GATA2/SLIT2/ANXA3/FGF2/SEMA5A/FLT4/SASH1/BMPER/ANGPT1/TEK/KLF4/JCAD/MMRN2/ACVRL1/STARD13/RGCC/RHOJ/EMP2/PTPRM/CCBE1/CEACAM1/ANGPT4/PDGFB/SRPX2",27
"251","GO:0050920","GO:0050920","regulation of chemotaxis","27/1066","230/18903",0.00025192347878752,0.005408827199944,0.00438871935786688,"EDN2/S1PR1/WNT3A/SEMA3B/SEMA3G/ROBO2/SLIT2/FGF2/SEMA5A/DUSP1/TUBB2B/NEDD9/AGER/TPBG/MDK/SPI1/IL23A/GAS6/GREM1/DAPK2/SEMA4B/CDH13/MMP28/NOVA2/C5AR1/PDGFB/VEGFD",27
"248","GO:0032147","GO:0032147","activation of protein kinase activity","20/1066","148/18903",0.000248164565314734,0.00538476515262575,0.00436919542616194,"CLSPN/KIF14/SLC11A1/TGFBR2/ECT2/GHR/HBEGF/ADRB2/ANGPT1/SLC1A1/GPRC5A/IL23A/RGCC/GAS6/GREM1/EMP2/CDK5R1/CARD14/ANGPT4/PDGFB",20
"249","GO:0003231","GO:0003231","cardiac ventricle development","18/1066","126/18903",0.000248804327890854,0.00538476515262575,0.00436919542616194,"TGFBR3/COL11A1/GJA5/TGFBR2/TNNC1/ROBO2/HEG1/SLIT2/SLIT3/DSP/SOX4/ENG/FGFR2/TBX5/TBX3/STRA6/MESP1/FOXF1",18
"247","GO:0042326","GO:0042326","negative regulation of phosphorylation","39/1066","381/18903",0.000239923593827032,0.00523460828799139,0.00424735823037498,"CAMK2N1/EPHB2/XDH/PID1/PPARG/SH3BP5/HEG1/SLIT2/UCHL1/SNCA/SPINK1/DUSP1/PKIB/IGFBP3/CAV1/NCAPG2/PBK/FABP4/ANGPT1/CDKN2A/CDKN2B/ENG/THY1/UBASH3B/GPRC5A/LRRK2/PTPRB/GREM1/PLK1/DBNDD1/SRCIN1/CDK5RAP3/CEACAM1/CBLC/RASIP1/MYADM/PTPRH/BMP2/ADARB1",39
"246","GO:0048738","GO:0048738","cardiac muscle tissue development","28/1066","241/18903",0.000232297307626971,0.00508882191382823,0.00412906724810627,"TGFBR3/S1PR1/COL11A1/GJA5/WNT3A/FHL2/TGFBR2/TNNC1/HEG1/FGF2/DSP/MIR25/ENG/NEBL/CDK1/RBP4/FGFR2/TBX5/TBX3/SGCG/GREM1/MESP1/MYH11/NDRG4/KAT2A/TBX2/GATA6/BMP2",28
"245","GO:0110148","GO:0110148","biomineralization","23/1066","181/18903",0.000224114407316554,0.00492960220828127,0.00399987646828342,"ALPL/FGR/S1PR1/PKDCC/CLEC3B/PTH1R/ODAM/SPP1/ADRB2/TFAP2A/RSPO2/ALOX5/FGFR2/LGR4/MMP13/CYP27B1/KL/GAS6/GREM1/COMP/BMP2/GPM6B/GPC3",23
"244","GO:0001819","GO:0001819","positive regulation of cytokine production","47/1066","486/18903",0.000222399975589979,0.00491194044448523,0.00398554572304043,"EPHB2/FGR/MNDA/AIM2/INAVA/CD34/WNT3A/NLRC4/SPTBN1/IL1RL2/SLC11A1/HEG1/PTGER4/FLT4/AGER/CARD11/ZP3/LPL/SULF1/IL33/TLR4/PAEP/PRKCQ/ADAM8/MDK/MMP12/POU2AF1/CADM1/GAPDH/LRRK2/IL23A/PLA2G1B/IL17D/RGCC/MEFV/SPN/SLC7A5/SCIMP/KAT2A/GATA6/CCBE1/C5AR1/LILRA5/FERMT1/PANX2/TLR8/FOXP3",47
"243","GO:0050808","GO:0050808","synapse organization","43/1066","432/18903",0.000218567103328409,0.00484715275653002,0.0039329770293533,"C1QA/C1QB/EPHB2/CDC20/NEGR1/NTNG1/IGSF9/WNT3A/NGEF/WNT7A/ROBO2/LGI2/SPARCL1/SNCA/SLC7A11/GPM6A/PCDHGC3/SYNPO/NEDD9/MDGA1/ADGRF1/TPBG/THBS2/LRRN3/SLC1A1/SPOCK2/BDNF/SPTBN2/LRRK2/WASF3/PCDH17/SIX1/SIX4/ITPKA/ARHGEF15/ARHGAP44/CDK5R1/SRCIN1/C5AR1/FLRT3/SRPX2/COL4A5/CHRDL1",43
"242","GO:0033673","GO:0033673","negative regulation of kinase activity","28/1066","240/18903",0.000216678393615469,0.00482512340162712,0.00391510242313466,"CAMK2N1/EPHB2/PPARG/SH3BP5/HEG1/UCHL1/SNCA/DUSP1/PKIB/CAV1/NCAPG2/FABP4/CDKN2A/CDKN2B/THY1/UBASH3B/GPRC5A/PTPRB/PLK1/DBNDD1/SRCIN1/CDK5RAP3/CEACAM1/CBLC/RASIP1/PTPRH/BMP2/ADARB1",28
"241","GO:0198738","GO:0198738","cell-cell signaling by wnt","45/1066","458/18903",0.000211119816156753,0.00472084933306533,0.00383049450235926,"RSPO1/ROR1/ASPM/WNT3A/ZEB2/WNT7A/RBMS3/DKK2/FGF2/SEMA5A/DEPDC1B/SOX4/DCDC2/TPBG/CAV1/SOX7/SOX17/SULF1/RSPO2/CCN4/RECK/WNK2/KLF4/GRK5/FGFR2/LGR4/MDK/FOLR1/FZD4/AMOTL1/LRRK2/PRICKLE1/WIF1/SCEL/EDNRB/GREM1/MESP1/CDH3/TMEM88/RAC3/CCNE1/RSPO4/FERMT1/BMP2/GPC3",45
"240","GO:0032508","GO:0032508","DNA duplex unwinding","15/1066","93/18903",0.000209087945831544,0.00469489558369247,0.0038094356446677,"RAD54L/MCM2/RFC4/HMGA1/MCM4/DSCC1/RECQL4/DNA2/RAD51/PIF1/BLM/CHTF18/GINS2/TOP2A/GINS1",15
"238","GO:0006270","GO:0006270","DNA replication initiation","9/1066","38/18903",0.000205908773117849,0.0046428551394648,0.00376721005739504,"ORC1/MCM2/MCM4/CCNE2/MCM10/ORC6/CDT1/CDC6/CCNE1",9
"239","GO:0033260","GO:0033260","nuclear DNA replication","9/1066","38/18903",0.000205908773117849,0.0046428551394648,0.00376721005739504,"MCM2/MCM4/DNA2/FEN1/DACH1/RAD51/BLM/CDT1/GINS1",9
"237","GO:0042472","GO:0042472","inner ear morphogenesis","16/1066","103/18903",0.000204170159427754,0.00464250206395007,0.00376692357212032,"EPHB2/COL11A1/WNT3A/OTX1/GATA2/TFAP2A/LHFPL5/SOBP/ITGA8/ZEB1/FGFR2/MYO7A/TBX3/SIX1/SIX4/TBX2",16
"233","GO:0006939","GO:0006939","smooth muscle contraction","17/1066","113/18903",0.000194969643560912,0.00447818670456505,0.00363359818162987,"EDN2/CALCRL/NMUR1/NMU/NPNT/ADRB2/DOCK4/CAV1/SULF1/PRKG1/PLCE1/TBX3/EDNRB/MYH11/TBX2/CNN1/COMP",17
"234","GO:0044771","GO:0044771","meiotic cell cycle phase transition","5/1066","11/18903",0.000196112833972416,0.00447818670456505,0.00363359818162987,"CDC25A/CDC25C/TTK/CCNB2/NDC80",5
"235","GO:0044857","GO:0044857","plasma membrane raft organization","5/1066","11/18903",0.000196112833972416,0.00447818670456505,0.00363359818162987,"CAV2/CAV1/EMP2/FA2H/COLEC12",5
"236","GO:0048251","GO:0048251","elastic fiber assembly","5/1066","11/18903",0.000196112833972416,0.00447818670456505,0.00363359818162987,"COL3A1/TNXB/FBLN5/MYH11/MFAP4",5
"232","GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","40/1066","390/18903",0.000192701787889671,0.00447616351266136,0.00363195656485342,"BMP8A/TGFBR3/SPTBN1/ATOH8/ZEB2/COL3A1/PPARG/TGFBR2/VEPH1/NPNT/SCUBE3/RUNX2/TTK/BMPER/CAV2/CAV1/SULF1/CDKN2B/ENG/ITGA8/ZEB1/GDF10/SPI1/FOLR1/LRRC32/ACVRL1/SMAD9/GREM1/CILP/ZNF423/CDH5/TMEM100/GATA6/COMP/LTBP4/FERMT1/BMP2/CLDN5/CHRDL1/GPC3",40
"231","GO:0016055","GO:0016055","Wnt signaling pathway","45/1066","456/18903",0.000191372542997297,0.00446453088403651,0.00362251785650842,"RSPO1/ROR1/ASPM/WNT3A/ZEB2/WNT7A/RBMS3/DKK2/FGF2/SEMA5A/DEPDC1B/SOX4/DCDC2/TPBG/CAV1/SOX7/SOX17/SULF1/RSPO2/CCN4/RECK/WNK2/KLF4/GRK5/FGFR2/LGR4/MDK/FOLR1/FZD4/AMOTL1/LRRK2/PRICKLE1/WIF1/SCEL/EDNRB/GREM1/MESP1/CDH3/TMEM88/RAC3/CCNE1/RSPO4/FERMT1/BMP2/GPC3",45
"230","GO:0043410","GO:0043410","positive regulation of MAPK cascade","48/1066","496/18903",0.000188431293833105,0.00441502714115915,0.00358235054728933,"INAVA/ALKAL2/XDH/PRKCE/MARCO/GPBAR1/WNT7A/P2RY1/NPNT/PDE5A/FGF2/GHR/ADRB2/FGFR4/FLT4/AGER/UNC5CL/TPBG/CCN2/SASH1/BMPER/RAMP3/IGFBP3/CAV2/EZH2/ANGPT1/TEK/GLIPR2/TLR4/JCAD/FFAR4/PLCE1/FGFR2/ADAM8/SPI1/P2RY6/FZD4/LRRK2/PLA2G1B/KL/GAS6/NDRG4/SCIMP/CCL23/C5AR1/LILRA5/BMP2/PDGFB",48
"229","GO:0001656","GO:0001656","metanephros development","15/1066","92/18903",0.0001848386823341,0.00434976270348674,0.00352939501914893,"CD34/KIF26B/ROBO2/FRAS1/IRX2/TCF21/AQP1/SOX17/ITGA8/LGR4/SIX1/SIX4/GREM1/PDGFB/GPC3",15
"228","GO:0051303","GO:0051303","establishment of chromosome localization","14/1066","82/18903",0.000182149064877399,0.00430526890624694,0.00349329277701161,"CDCA8/KIF2C/NUF2/KIF14/CENPF/CENPE/CCNB1/KIFC1/CDCA5/CDT1/AURKB/SPAG5/NDC80/FAM83D",14
"223","GO:0045926","GO:0045926","negative regulation of growth","29/1066","249/18903",0.000173701818269589,0.00416095163026909,0.00337619382018689,"NPR1/TRIM46/WNT3A/TGFBR2/SEMA3B/HYAL1/SEMA3G/SLIT2/SPP1/WWC2/SEMA5A/ADRB2/SLIT3/MIR25/SOX17/CDKN2A/MYOZ1/RBP4/ADRB1/CRYAB/TMPRSS4/ACVRL1/CYP27B1/TBX5/GREM1/SEMA4B/WFDC1/GPC3/FHL1",29
"224","GO:0001659","GO:0001659","temperature homeostasis","23/1066","178/18903",0.000174648962591118,0.00416095163026909,0.00337619382018689,"ALPL/EDN2/LEPR/EPAS1/PLCL1/ACADL/NMU/ADRB2/CAV1/FABP5/FABP4/TLR4/LCN2/PTGES/FFAR4/ADRB1/LGR4/EDNRB/DIO2/ZNF423/YBX2/TRPV2/NOVA2",23
"225","GO:0048736","GO:0048736","appendage development","23/1066","178/18903",0.000174648962591118,0.00416095163026909,0.00337619382018689,"CRABP2/PKDCC/AFF3/COL3A1/WNT7A/FRAS1/SLC7A11/PITX1/TFAP2A/SOX4/RUNX2/RSPO2/RECK/FGFR2/TBX5/TBX3/GREM1/KAT2A/TBX2/TBX4/COMP/RSPO4/GPC3",23
