TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000280"	"nuclear division"	-7.47493628318314	4.8550525079096	0.237469183663624	0.904492495387239	0.44153133	null
"GO:0001947"	"heart looping"	1947	-1.89004912428925	3.62541535215441	0.0139917896045977	0.631584759651911	0.88138718	1822
"GO:0002040"	"sprouting angiogenesis"	2040	-4.03401992498767	3.56984189940376	0.0123107854980737	0.671914761052858	0.77520768	1822
"GO:0002062"	"chondrocyte differentiation"	2062	-2.68136427151237	3.64836001098093	0.0147510597039941	0.672772377419796	0.91419183	1822
"GO:0003007"	"heart morphogenesis"	3007	-5.30503294339378	4.12797898891691	0.0445151107183242	0.635469048378814	0.64285878	1822
"GO:0003151"	"outflow tract morphogenesis"	3151	-2.03898552711312	3.46568021159828	0.00968483825474639	0.659478085406906	0.86324249	1822
"GO:0003179"	"heart valve morphogenesis"	3179	-1.86401933098832	3.32837960343874	0.00705889101141906	0.674118888386318	0.79128182	1822
"GO:0003197"	"endocardial cushion development"	3197	-2.22297518548934	3.27646180417324	0.00626314942253199	0.668218245735482	0.78584121	1822
"GO:0003203"	"endocardial cushion morphogenesis"	3203	-1.8214260295257	3.15320490008428	0.0047147689141559	0.658077690980539	0.78788015	1822
"GO:0003205"	"cardiac chamber development"	3205	-3.4818263963278	3.86616914763377	0.0243596393898055	0.6581267387873	0.85239719	1822
"GO:0003206"	"cardiac chamber morphogenesis"	3206	-4.44962581301451	3.73199144901893	0.0178842922102369	0.645786284093434	0.83628357	1822
"GO:0003207"	"cardiac chamber formation"	3207	-1.92568706731815	2.76863810124761	0.00194293571286593	0.681231492409931	0.85410075	1822
"GO:0003208"	"cardiac ventricle morphogenesis"	3208	-1.99429666019358	3.5009222391903	0.0105037889733093	0.654553617193033	0.93511875	1822
"GO:0003231"	"cardiac ventricle development"	3231	-2.26883323296819	3.73543920325148	0.0180268625782459	0.658713327549097	0.96439881	1822
"GO:0003272"	"endocardial cushion formation"	3272	-1.92568706731815	2.96189547366785	0.00303376480763196	0.665059231628581	0.9504023	1822
"GO:0003279"	"cardiac septum development"	3279	-1.84612317929038	3.62818450807341	0.0140813105333475	0.662950029622603	0.95078393	1822
"GO:0003281"	"ventricular septum development"	3281	-1.88876789212772	3.44482519950975	0.00923060243109002	0.669582896228859	0.95381402	1822
"GO:0007411"	"axon guidance"	7411	-2.40231663045017	4.53577499629203	0.113847412240064	0.58646362286741	0.74983266	1822
"GO:0008038"	"neuron recognition"	8038	-3.36222323908513	3.63387226265833	0.0142669835707544	0.700693393068611	0.52556786	1822
"GO:0010002"	"cardioblast differentiation"	10002	-1.89004912428925	2.88252453795488	0.00252647954471645	0.689886116861002	0.74686272	1822
"GO:0014706"	"striated muscle tissue development"	14706	-2.47090257320323	3.94146173934733	0.0289716250153968	0.749010493040849	0.90607841	1822
"GO:0021537"	"telencephalon development"	21537	-1.9899413685393	3.98077577396262	0.0317169334970572	0.674033162391976	0.85806099	1822
"GO:0021782"	"glial cell development"	21782	-2.21048044036728	3.75769962508774	0.0189751213050029	0.696855889633105	0.62926243	1822
"GO:0030323"	"respiratory tube development"	30323	-6.00058039355738	3.87834942221778	0.0250525976901279	0.6718857391336	0.74986521	1822
"GO:0030324"	"lung development"	30324	-6.19544391333441	3.87057946055268	0.0246083086363327	0.670382688827211	0.61890772	1822
"GO:0030900"	"forebrain development"	30900	-3.25382694493457	4.23363058016446	0.0567761623670925	0.663619223803197	0.65323457	1822
"GO:0031100"	"animal organ regeneration"	31100	-1.85288274283475	3.02734960777476	0.00352778771073268	0.763661704198375	0.55156649	1822
"GO:0031214"	"biomineral tissue development"	31214	-2.4832338743045	3.78838051531956	0.0203643534956016	0.729607248164199	0.65255195	1822
"GO:0032835"	"glomerulus development"	32835	-2.52502935893539	3.48529543872609	0.0101324428984954	0.676685322339473	0.89692182	1822
"GO:0035107"	"appendage morphogenesis"	35107	-2.12150608497586	3.97982143003023	0.0316473061080295	0.684554505184673	0.96906447	1822
"GO:0035108"	"limb morphogenesis"	35108	-2.12150608497586	3.80482067872116	0.0211501483146276	0.690923755433048	0.94551664	1822
"GO:0035115"	"embryonic forelimb morphogenesis"	35115	-2.19553226327646	3.13987908640124	0.00457219854614696	0.709210008302136	0.86557862	1822
"GO:0035116"	"embryonic hindlimb morphogenesis"	35116	-1.92568706731815	3.1215598441875	0.00438320991878628	0.709801711484583	0.86356645	1822
"GO:0036302"	"atrioventricular canal development"	36302	-2.04357346340903	2.89872518158949	0.00262263165337364	0.693626514822898	0.74838997	1822
"GO:0036303"	"lymph vessel morphogenesis"	36303	-2.2506720306902	3.16790781000148	0.00487723282188701	0.695761311846867	0.70144475	1822
"GO:0042063"	"gliogenesis"	42063	-1.92568706731815	4.1025709018543	0.0419853155836541	0.684734080525022	0.75340133	1822
"GO:0042472"	"inner ear morphogenesis"	42472	-2.33324789451076	3.74989084127142	0.0186369311297259	0.662869703462702	0.93506415	1822
"GO:0043583"	"ear development"	43583	-2.19286879819778	4.14906508020762	0.0467299248073932	0.727724337575623	0.85110288	1822
"GO:0048286"	"lung alveolus development"	48286	-4.14561450849093	3.30449052777349	0.0066809137566977	0.691405039049121	0.92502748	1822
"GO:0048562"	"embryonic organ morphogenesis"	48562	-2.74131523581295	4.32257072423128	0.0696804384668778	0.641013490230756	0.83788977	1822
"GO:0048565"	"digestive tract development"	48565	-1.78611163203651	3.87943996599522	0.0251155938992482	0.690012941941674	0.79765419	1822
"GO:0048568"	"embryonic organ development"	48568	-2.68136427151237	4.50407648818243	0.10583363132198	0.65188113973239	0.68737502	1822
"GO:0048645"	"animal organ formation"	48645	-3.02270007845339	3.38827886345964	0.00810330184683334	0.732097480297392	0.72103641	1822
"GO:0048705"	"skeletal system morphogenesis"	48705	-2.05291162571078	4.13171487846507	0.044899719152953	0.650634937633763	0.88655516	1822
"GO:0048732"	"gland development"	48732	-2.17116569098542	4.34331010316234	0.0730888649392775	0.722603710624324	0.69971153	1822
"GO:0048736"	"appendage development"	48736	-2.38080733271206	4.07298474462793	0.0392201135622715	0.699208355445793	0.54283098	1822
"GO:0048738"	"cardiac muscle tissue development"	48738	-2.2933827472393	3.89453758499575	0.0260041720068387	0.645767259575323	0.85588375	1822
"GO:0048754"	"branching morphogenesis of an epithelial tube"	48754	-3.46371555895181	3.80140371001736	0.0209843688169428	0.66446991950891	0.85364441	1822
"GO:0048762"	"mesenchymal cell differentiation"	48762	-2.04978811973579	3.97913846954681	0.0315975722587241	0.711800787421596	0.87237899	1822
"GO:0048839"	"inner ear development"	48839	-2.58603771482225	4.08905687975979	0.04069886668162	0.729233658337765	0.63911889	1822
"GO:0048844"	"artery morphogenesis"	48844	-2.49232804814914	3.46269740810172	0.00961852645567247	0.676403078226051	0.76468199	1822
"GO:0051216"	"cartilage development"	51216	-4.64237385150061	4.0982975364947	0.0415741824293958	0.65891372569966	0.64000285	1822
"GO:0060173"	"limb development"	60173	-2.38080733271206	3.95143466553201	0.0296446897759971	0.696606062780685	0.53316753	1822
"GO:0060411"	"cardiac septum morphogenesis"	60411	-1.9581595065589	3.43980621139333	0.00912450355257175	0.656824761422604	0.92777731	1822
"GO:0060485"	"mesenchyme development"	60485	-2.87474038105833	4.11780140799733	0.0434839622427247	0.718252744521271	0.69294298	1822
"GO:0060537"	"muscle tissue development"	60537	-3.521015734429	4.25056636904012	0.0590340791255596	0.740030595629506	0.70703835	1822
"GO:0060541"	"respiratory system development"	60541	-5.98422793964212	4.00543792305082	0.0335703482811733	0.697661651565214	0.55439828	1822
"GO:0060562"	"epithelial tube morphogenesis"	60562	-3.54673694404561	4.30142068491389	0.0663681641031354	0.644775873431263	0.79752586	1822
"GO:0060675"	"ureteric bud morphogenesis"	60675	-1.8214260295257	3.37217528611506	0.00780821434095438	0.646325721085012	0.97597596	1822
"GO:0060840"	"artery development"	60840	-2.18927315671224	3.64669773129933	0.0146946946747812	0.685902975898087	0.76387567	1822
"GO:0060914"	"heart formation"	60914	-2.54636532069427	3.09656243837414	0.00413785626221277	0.673169537009521	0.76755159	1822
"GO:0060973"	"cell migration involved in heart development"	60973	-1.89004912428925	3.0265332645233	0.00352115653082529	0.671006967856551	0.76065869	1822
"GO:0060993"	"kidney morphogenesis"	60993	-2.55159860996905	3.63103769653674	0.0141741470520509	0.657450357850876	0.91521184	1822
"GO:0061008"	"hepaticobiliary system development"	61008	-2.05291162571078	3.87978378009042	0.0251354874389704	0.702318187943826	0.54430145	1822
"GO:0061138"	"morphogenesis of a branching epithelium"	61138	-3.08455197595974	3.93064344104216	0.0282587731753521	0.675236885519158	0.96292509	1822
"GO:0061448"	"connective tissue development"	61448	-4.33706355771864	4.18107145782262	0.0503041307774777	0.742371138077858	0.69091948	1822
"GO:0061564"	"axon development"	61564	-1.86357721343082	4.68504272337555	0.16054418114792	0.60818998360899	0.92503201	1822
"GO:0072001"	"renal system development"	72001	-8.55341869844243	4.20628604441243	0.0533113708654801	0.689913642988048	0.5713383	1822
"GO:0072006"	"nephron development"	72006	-3.23078020342389	3.82445127003661	0.022128247350968	0.665487048141057	0.94066594	1822
"GO:0072009"	"nephron epithelium development"	72009	-1.89878171160647	3.70816585785554	0.0169294023035724	0.655004505464155	0.95198984	1822
"GO:0072012"	"glomerulus vasculature development"	72012	-1.85347800222289	2.90145832139611	0.00263920960314212	0.679747664599162	0.83041404	1822
"GO:0072073"	"kidney epithelium development"	72073	-3.49140347761881	3.81571053978896	0.0216872738871264	0.653653498238983	0.93948515	1822
"GO:0072078"	"nephron tubule morphogenesis"	72078	-1.85288274283475	3.44932409309873	0.00932675453974721	0.644012210992686	0.98491018	1822
"GO:0072088"	"nephron epithelium morphogenesis"	72088	-1.79153226715192	3.47173165148005	0.00982077744284793	0.64867393723606	0.99128539	1822
"GO:0072132"	"mesenchyme morphogenesis"	72132	-1.86401933098832	3.34478512263266	0.00733076938762214	0.718915426354748	0.88018927	1822
"GO:0072163"	"mesonephric epithelium development"	72163	-2.95295118983693	3.55978696820056	0.0120289603520096	0.660879023842071	0.99297498	1822
"GO:0072164"	"mesonephric tubule development"	72164	-2.95295118983693	3.55978696820056	0.0120289603520096	0.65526928664369	0.99932763	1822
"GO:0072574"	"hepatocyte proliferation"	72574	-1.8214260295257	2.5092025223311	0.00106761996509015	0.69196109685629	0.83870791	1822
"GO:0072575"	"epithelial cell proliferation involved in liver morphogenesis"	72575	-1.8214260295257	2.5092025223311	0.00106761996509015	0.69196109685629	0.97074802	1822
"GO:0097485"	"neuron projection guidance"	97485	-2.38080733271206	4.5443409436938	0.116115275768392	0.586219174869651	0.93981892	1822
"GO:0001894"	"tissue homeostasis"	-4.67702149576778	4.00940839915187	0.033878698146867	0.778776688183548	0.45340282	null
"GO:0001659"	"temperature homeostasis"	1659	-2.38080733271206	3.2043913319193	0.00530494392591381	0.799589150681998	0.77770415	1894
"GO:0035633"	"maintenance of blood-brain barrier"	35633	-2.54636532069427	2.67942789661212	0.00158153640791305	0.810485956113338	0.83704299	1894
"GO:0060249"	"anatomical structure homeostasis"	60249	-4.28683660195997	4.01669913806497	0.0344522952088565	0.779056519262357	0.86885183	1894
"GO:0061484"	"hematopoietic stem cell homeostasis"	61484	-2.2506720306902	2.99299509843134	0.00325922492448329	0.804332683913107	0.75702588	1894
"GO:0106106"	"cold-induced thermogenesis"	106106	-1.9753644750042	0.778151250383644	0.0000165779497684806	0.843349595852546	0.58763952	1894
"GO:0003018"	"vascular process in circulatory system"	-4.85645247531193	4.38655246876185	0.0807412465524081	0.762836505818209	0.48015051	null
"GO:0001977"	"renal system process involved in regulation of blood volume"	1977	-1.8214260295257	2.50785587169583	0.00106430437513646	0.698159001478854	0.93459888	3018
"GO:0003012"	"muscle system process"	3012	-2.1683594438726	4.18875979295201	0.0512026556549293	0.775038646308974	0.62979759	3018
"GO:0003014"	"renal system process"	3014	-3.06395712658011	3.64699153747712	0.0147046414446423	0.789827031913868	0.58052306	3018
"GO:0003071"	"renal system process involved in regulation of systemic arterial blood pressure"	3071	-2.1683594438726	2.80888586735981	0.00213192434022661	0.697906032103365	0.83977771	3018
"GO:0003073"	"regulation of systemic arterial blood pressure"	3073	-2.59061621115089	3.57321982711442	0.0124069376067309	0.675484682131427	0.83661926	3018
"GO:0003093"	"regulation of glomerular filtration"	3093	-2.51959517017082	2.45788189673399	0.000948258726757093	0.657287111599329	0.80860334	3018
"GO:0003094"	"glomerular filtration"	3094	-3.93397422542667	3.02489596010748	0.0035078941710105	0.797484793237817	0.53265224	3018
"GO:0006936"	"muscle contraction"	6936	-2.12183379106032	4.11703916787768	0.0434077036737897	0.775519714320858	0.92538594	3018
"GO:0006939"	"smooth muscle contraction"	6939	-2.34889780377351	3.73351825143449	0.0179472884193571	0.785991272819507	0.58786941	3018
"GO:0010232"	"vascular transport"	10232	-2.16864027787128	2.89209460269048	0.00258284457392928	0.795399144380885	0.76238076	3018
"GO:0050886"	"endocrine process"	50886	-1.93607076867338	3.39915433395822	0.0083088684239625	0.795971368599394	0.56046009	3018
"GO:0097205"	"renal filtration"	97205	-3.65712685122161	3.11925588927794	0.00436000078911041	0.7953320617854	0.86937698	3018
"GO:0150104"	"transport across blood-brain barrier"	150104	-2.16864027787128	2.82542611776782	0.00221481408906901	0.79689471753442	0.7558113	3018
"GO:0003158"	"endothelium development"	-4.77046834440679	3.60648885044265	0.0133949834129324	0.755100537425836	0.44641603	null
"GO:0001885"	"endothelial cell development"	1885	-1.85288274283475	3.32263271169222	0.00696605449271557	0.752893083371163	0.95597101	3158
"GO:0030282"	"bone mineralization"	30282	-3.15366034054975	3.52672686731464	0.0111470134243264	0.690383958917322	0.58971457	3158
"GO:0045446"	"endothelial cell differentiation"	45446	-4.23976302505702	3.53478735862949	0.0113558955914092	0.749085511238226	0.66815205	3158
"GO:0006260"	"DNA replication"	-4.31753554745543	5.63599213665359	1.43400923292334	0.977639257223818	0.00966846	null
"GO:0006261"	"DNA-templated DNA replication"	6261	-3.96416004010983	5.19702680087924	0.521897067841447	0.974658256128	0.57507661	6260
"GO:0006268"	"DNA unwinding involved in DNA replication"	6268	-3.19442867178058	4.21021147164183	0.0537954469987197	0.894396803946585	0.65458248	6260
"GO:0006270"	"DNA replication initiation"	6270	-2.33321486643344	4.58574264739046	0.12772978737619	0.974762926041489	0.73682206	6260
"GO:0071897"	"DNA biosynthetic process"	71897	-2.45783151581709	5.34469479883661	0.73325266502976	0.978718401404173	0.5964232	6260
"GO:0007059"	"chromosome segregation"	-8.19796139805687	5.12179284976012	0.438884642170757	0.892236714948506	0.00852754	null
"GO:0000070"	"mitotic sister chromatid segregation"	70	-8.55341869844243	4.5758918475106	0.124865117656196	0.8293427161419	0.92352882	7059
"GO:0000086"	"G2/M transition of mitotic cell cycle"	86	-2.80821552261943	3.41597441137657	0.00863711182937841	0.901630183452167	0.89748843	7059
"GO:0000212"	"meiotic spindle organization"	212	-1.8214260295257	3.22167499707077	0.00552045727290405	0.865591509525997	0.7889105	7059
"GO:0000819"	"sister chromatid segregation"	819	-8.21989876099446	4.74950442387614	0.186233372109158	0.835468812107931	0.7780013	7059
"GO:0007051"	"spindle organization"	7051	-5.34753033616221	4.43920633523702	0.0911488834170603	0.850178703819666	0.73327675	7059
"GO:0007052"	"mitotic spindle organization"	7052	-4.58165012283816	4.03706775804256	0.0361067745957508	0.848487996423462	0.75095206	7059
"GO:0007080"	"mitotic metaphase plate congression"	7080	-2.21589347078183	3.7594411971337	0.019051379873938	0.829975555421015	0.9643424	7059
"GO:0007091"	"metaphase/anaphase transition of mitotic cell cycle"	7091	-5.89913326740258	2.94001815500766	0.00288456325971563	0.684254778880501	0.84325213	7059
"GO:0008608"	"attachment of spindle microtubules to kinetochore"	8608	-5.32596584271114	4.02869322839392	0.035417131885382	0.901420247161532	0.84176168	7059
"GO:0032392"	"DNA geometric change"	32392	-2.47865731621174	5.23276747417634	0.566664163396252	0.899465397286811	0.92817053	7059
"GO:0032508"	"DNA duplex unwinding"	32508	-2.328374062169	5.23031350257636	0.563471250270842	0.899252322782074	0.86697058	7059
"GO:0033260"	"nuclear DNA replication"	33260	-2.33321486643344	4.163787309962	0.0483413015248896	0.889910078058092	0.6976771	7059
"GO:0044771"	"meiotic cell cycle phase transition"	44771	-2.34889780377351	2.08278537031645	0.000397870794443535	0.916762684674863	0.76026249	7059
"GO:0044772"	"mitotic cell cycle phase transition"	44772	-6.71409298882262	4.13789189824736	0.04554294360397	0.891971498271829	0.69450686	7059
"GO:0044784"	"metaphase/anaphase transition of cell cycle"	44784	-5.6705752016366	2.94299959336604	0.00290445679943781	0.687767592649856	0.8435716	7059
"GO:0044786"	"cell cycle DNA replication"	44786	-2.59038483100635	4.18709750058348	0.0510070358476612	0.889542542402558	0.70055568	7059
"GO:0044839"	"cell cycle G2/M phase transition"	44839	-3.03070465610818	3.4432629874587	0.00919744653155306	0.907523103035595	0.9008092	7059
"GO:0051225"	"spindle assembly"	51225	-2.54660892313753	4.17498965040733	0.0496045412972478	0.846710270250125	0.9004082	7059
"GO:0051231"	"spindle elongation"	51231	-1.92568706731815	3.02036128264771	0.00347142268151985	0.867364392458786	0.76879637	7059
"GO:0051255"	"spindle midzone assembly"	51255	-1.92568706731815	2.9804578922761	0.0031663884057798	0.868791242541593	0.76492973	7059
"GO:0051303"	"establishment of chromosome localization"	51303	-2.36599971741545	3.91386681189624	0.0271878376203083	0.969429028913298	0.97444908	7059
"GO:0051304"	"chromosome separation"	51304	-6.02759081602193	4.04489238347436	0.0367632614065827	0.903599616594597	0.68335502	7059
"GO:0051310"	"metaphase plate congression"	51310	-2.91388633021866	3.80665472399186	0.0212396692433774	0.884920263177516	0.81256718	7059
"GO:0051315"	"attachment of mitotic spindle microtubules to kinetochore"	51315	-2.54660892313753	3.5584685625238	0.0119924888625189	0.834362998639032	0.93881557	7059
"GO:0051321"	"meiotic cell cycle"	51321	-1.91470492327277	4.7730253976388	0.196597906304412	0.907473755732326	0.7731951	7059
"GO:0061982"	"meiosis I cell cycle process"	61982	-1.9354466368557	4.46404220543881	0.0965135079621406	0.897116453044194	0.94803845	7059
"GO:0071103"	"DNA conformation change"	71103	-2.22297518548934	5.37641634788993	0.7888153214738	0.897745109730275	0.78071884	7059
"GO:0098813"	"nuclear chromosome segregation"	98813	-7.73489966821518	4.87166048609187	0.246726310814344	0.891309229167172	0.87951379	7059
"GO:0140013"	"meiotic nuclear division"	140013	-1.9753644750042	4.47800342359814	0.0996666340081056	0.843120905141519	0.92226493	7059
"GO:1902850"	"microtubule cytoskeleton organization involved in mitosis"	1902850	-4.9981115417564	4.17687228640918	0.049820054644238	0.848513274613841	0.76750532	7059
"GO:1903046"	"meiotic cell cycle process"	1903046	-2.12241586540254	4.62336301929836	0.139287933954774	0.895320666146469	0.75917791	7059
"GO:0007088"	"regulation of mitotic nuclear division"	-9.39314715738198	4.21338492491639	0.0541900022032095	0.718176771551584	0	null
"GO:0000075"	"cell cycle checkpoint signaling"	75	-4.85645247531193	4.55354322208026	0.118601968233664	0.670059953842709	0.94818039	7088
"GO:0000079"	"regulation of cyclin-dependent protein serine/threonine kinase activity"	79	-4.44840723560324	4.44729760356707	0.0928630434231212	0.706419473654154	0.72500143	7088
"GO:0001933"	"negative regulation of protein phosphorylation"	1933	-3.14756790075296	4.3314475428778	0.071119404506782	0.760252695425256	0.81764442	7088
"GO:0006469"	"negative regulation of protein kinase activity"	6469	-2.92436012141905	4.20498770418715	0.0531522225477026	0.75356682547323	0.9679234	7088
"GO:0007093"	"mitotic cell cycle checkpoint signaling"	7093	-6.19544391333441	4.30941722577814	0.0676015635659104	0.606151755382373	0.90953832	7088
"GO:0007094"	"mitotic spindle assembly checkpoint signaling"	7094	-7.38256285633651	3.98944981766669	0.0323568423581205	0.587932230800485	0.95072953	7088
"GO:0010389"	"regulation of G2/M transition of mitotic cell cycle"	10389	-2.91388633021866	4.05215506719956	0.0373832767279239	0.745759509857058	0.81179241	7088
"GO:0010563"	"negative regulation of phosphorus metabolic process"	10563	-1.95934406713612	4.60054818972408	0.132159415554328	0.759324089025599	0.78757394	7088
"GO:0010639"	"negative regulation of organelle organization"	10639	-4.33706355771864	4.71525102887885	0.172108958906412	0.735248006236526	0.86865958	7088
"GO:0010948"	"negative regulation of cell cycle process"	10948	-5.87830556856035	4.65902198291607	0.151207479838312	0.689519746090633	0.86539813	7088
"GO:0010965"	"regulation of mitotic sister chromatid separation"	10965	-6.24515862935554	4.10081839573154	0.0418162204960156	0.738701139456213	0.97806585	7088
"GO:0010972"	"negative regulation of G2/M transition of mitotic cell cycle"	10972	-1.89004912428925	3.89850578553436	0.0262428944835049	0.710114289773462	0.94677575	7088
"GO:0030071"	"regulation of mitotic metaphase/anaphase transition"	30071	-5.5103478688452	4.31925184114025	0.0691499440742865	0.699289291782798	0.98761713	7088
"GO:0031577"	"spindle checkpoint signaling"	31577	-7.26011143447514	3.99611747613729	0.0328574964411286	0.693651168895709	0.8093633	7088
"GO:0032147"	"activation of protein kinase activity"	32147	-2.26883323296819	3.99882581904029	0.0330630630182578	0.778607159574804	0.87553429	7088
"GO:0032956"	"regulation of actin cytoskeleton organization"	32956	-2.55380107757844	4.82089078989906	0.219505317294498	0.794099597479621	0.81260541	7088
"GO:0033044"	"regulation of chromosome organization"	33044	-4.33444910730127	4.56102979074587	0.120664265184863	0.802473953907973	0.73905367	7088
"GO:0033045"	"regulation of sister chromatid segregation"	33045	-6.19544391333441	4.3392526340327	0.0724091689987697	0.706934694390787	0.95719076	7088
"GO:0033046"	"negative regulation of sister chromatid segregation"	33046	-7.47493628318314	3.99860802931509	0.0330464850684893	0.680522520379248	0.99683661	7088
"GO:0033047"	"regulation of mitotic sister chromatid segregation"	33047	-6.85925655930475	4.07889161984022	0.0397572391347703	0.716671350508897	0.9203281	7088
"GO:0033048"	"negative regulation of mitotic sister chromatid segregation"	33048	-7.47493628318314	3.99860802931509	0.0330464850684893	0.680222162599802	0.99966954	7088
"GO:0033673"	"negative regulation of kinase activity"	33673	-2.31649157517814	4.22484371675517	0.0556389150129747	0.754436453312091	0.97897144	7088
"GO:0033674"	"positive regulation of kinase activity"	33674	-4.14561450849093	4.53852346533271	0.11457021084997	0.763233000744698	0.8687331	7088
"GO:0042326"	"negative regulation of phosphorylation"	42326	-2.28111581154555	4.3688073542973	0.0775085463475544	0.762564188502664	0.91876824	7088
"GO:0045786"	"negative regulation of cell cycle"	45786	-4.2653147671378	4.75007619956784	0.186478725765731	0.705403895501056	0.76885436	7088
"GO:0045787"	"positive regulation of cell cycle"	45787	-4.44840723560324	4.40159007240666	0.0835860227326794	0.717703850229501	0.69826807	7088
"GO:0045839"	"negative regulation of mitotic nuclear division"	45839	-7.5564743933213	4.03229634473947	0.035712219391261	0.685617139927693	0.98578351	7088
"GO:0045841"	"negative regulation of mitotic metaphase/anaphase transition"	45841	-7.12349863301436	3.99743007379747	0.0329569641397395	0.672999302008838	0.99818737	7088
"GO:0045860"	"positive regulation of protein kinase activity"	45860	-2.9961070685988	4.46651173848615	0.0970638958944542	0.764083232597062	0.94431312	7088
"GO:0045930"	"negative regulation of mitotic cell cycle"	45930	-4.93992868905304	4.44579095644005	0.0925414311976126	0.699922714502203	0.93072733	7088
"GO:0045931"	"positive regulation of mitotic cell cycle"	45931	-1.85288274283475	3.81571053978896	0.0216872738871264	0.72542847047695	0.88975398	7088
"GO:0045936"	"negative regulation of phosphate metabolic process"	45936	-1.9753644750042	4.60051550282519	0.132149468784467	0.756170416934187	0.96003217	7088
