TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0000727"	"double-strand break repair via break-induced replication"	-0.957452326960514	3.58183592405765	0.0126556068532581	0.913623205533489	0.21496168	null
"GO:0001101"	"response to acid chemical"	-0.957452326960514	4.14170055699739	0.0459441299883672	0.919630480930923	0.39172741	null
"GO:0001503"	"ossification"	-0.903322064797839	4.18301346308193	0.050529590894329	0.919883396343406	0.47420183	null
"GO:0001508"	"action potential"	-0.936066164359662	3.59802407233419	0.0131363673965441	0.846386962947738	0.40805516	null
"GO:0006686"	"sphingomyelin biosynthetic process"	6686	-0.957452326960514	2.69019608002851	0.00162132348735741	0.977249667831205	0.6195341	6684
"GO:0006730"	"one-carbon metabolic process"	-0.812634855996497	5.01712519956969	0.344890982573425	0.98446506716279	0.27381306	null
"GO:0006979"	"response to oxidative stress"	-0.896327423197367	5.21773392059598	0.547384007815509	0.920546878769277	0.40842454	null
"GO:0007162"	"negative regulation of cell adhesion"	-1.66890085965533	4.10380372095596	0.0421046768219871	0.769623697223305	0.49204343	null
"GO:0001952"	"regulation of cell-matrix adhesion"	1952	-0.957452326960514	3.70475090429067	0.0167967787054246	0.855444052843816	0.89023938	7162
"GO:0001953"	"negative regulation of cell-matrix adhesion"	1953	-0.809451074007463	3.13924921757161	0.00456556736623957	0.792575321340857	0.88850695	7162
"GO:0010810"	"regulation of cell-substrate adhesion"	10810	-1.25379350393895	4.00834462925269	0.0337958083980246	0.85193202916486	0.84280698	7162
"GO:0010812"	"negative regulation of cell-substrate adhesion"	10812	-1.26857139300307	3.45878888171084	0.00953232111687637	0.785315551389761	0.7801743	7162
"GO:0051895"	"negative regulation of focal adhesion assembly"	51895	-0.924910805147361	2.77085201164214	0.00195288248272702	0.737344583762523	0.79494027	7162
"GO:0150118"	"negative regulation of cell-substrate junction organization"	150118	-0.924910805147361	2.77085201164214	0.00195288248272702	0.749532207584181	0.87154088	7162
"GO:0007263"	"nitric oxide mediated signal transduction"	-0.858458342779687	2.85430604180108	0.00236733122693904	0.830065822722868	0.31140238	null
"GO:0019934"	"cGMP-mediated signaling"	19934	-0.819831178820255	2.9670797341445	0.00307023629712261	0.827907532956243	0.66448574	7263
"GO:0007605"	"sensory perception of sound"	-0.924910805147361	4.30228762697621	0.0665007877012832	0.915947090135912	0	null
"GO:0050954"	"sensory perception of mechanical stimulus"	50954	-0.894853354298597	4.32457051721884	0.0700020506923864	0.915708766189008	0.68774895	7605
"GO:0008631"	"intrinsic apoptotic signaling pathway in response to oxidative stress"	-0.790398024577788	2.88024177589548	0.00251321718490167	0.796927753581733	0.41232929	null
"GO:0009263"	"deoxyribonucleotide biosynthetic process"	-0.926589565033272	4.81190328346049	0.215009377317287	0.965546896145632	0.10800473	null
"GO:0009262"	"deoxyribonucleotide metabolic process"	9262	-0.790398024577788	4.93685039125216	0.286685800936289	0.970226146163956	0.50999376	9263
"GO:0009265"	"2'-deoxyribonucleotide biosynthetic process"	9265	-0.926589565033272	4.60816218631976	0.134496906471683	0.963662393230189	0.91546569	9263
"GO:0009394"	"2'-deoxyribonucleotide metabolic process"	9394	-0.794135740543003	4.67882782877521	0.158263055259777	0.9639192969456	0.96821464	9263
"GO:0046385"	"deoxyribose phosphate biosynthetic process"	46385	-0.926589565033272	4.60816218631976	0.134496906471683	0.973107880480809	0.95629994	9263
"GO:0010171"	"body morphogenesis"	-0.775625048419811	3.43759203225396	0.00907808529322	0.864504260371549	0.49459799	null
"GO:0010453"	"regulation of cell fate commitment"	-0.800887299262822	3.30319605742049	0.00666102021697552	0.855192770907505	0.43280696	null
"GO:0010454"	"negative regulation of cell fate commitment"	-0.957452326960514	2.97909290063833	0.00315644163591871	0.786072840657697	0.422155	null
"GO:0010721"	"negative regulation of cell development"	10721	-0.884723712422958	4.05022503788365	0.037217497230239	0.75718488000752	0.77191182	10454
"GO:0010743"	"regulation of macrophage derived foam cell differentiation"	10743	-0.838382887359432	2.99166900737995	0.00324927815462221	0.854588739760227	0.56717952	10454
"GO:0010744"	"positive regulation of macrophage derived foam cell differentiation"	10744	-0.904357348038648	2.78816837114117	0.00203245664161573	0.813718651513266	0.55460751	10454
"GO:0045662"	"negative regulation of myoblast differentiation"	45662	-0.876327032158823	3.06069784035361	0.00380961285679685	0.784112053258514	0.67808569	10454
"GO:0051961"	"negative regulation of nervous system development"	51961	-0.928359253997462	3.75495958772171	0.0188557600666699	0.759633670971919	0.67135187	10454
"GO:1903671"	"negative regulation of sprouting angiogenesis"	1903671	-0.858458342779687	2.72015930340596	0.00173736913573677	0.787777503427084	0.59628152	10454
"GO:0010742"	"macrophage derived foam cell differentiation"	-0.814926385988537	2.30319605742049	0.000663117990739226	0.890252955901588	0.35748238	null
"GO:0010885"	"regulation of cholesterol storage"	-0.904357348038648	2.81424759573192	0.00215844905985618	0.865992052306576	0.46921682	null
"GO:0010875"	"positive regulation of cholesterol efflux"	10875	-0.859712863558038	3.01325866528352	0.00341505765230701	0.818026236347974	0.98187718	10885
"GO:0010884"	"positive regulation of lipid storage"	10884	-0.859712863558038	3.06632592536204	0.00385934670610229	0.817281430113937	0.91015478	10885
"GO:0032373"	"positive regulation of sterol transport"	32373	-0.812634855996497	3.17172645365323	0.00492033549128505	0.815051691389948	0.94629976	10885
"GO:0032376"	"positive regulation of cholesterol transport"	32376	-0.812634855996497	3.17172645365323	0.00492033549128505	0.814813308795225	0.89695227	10885
"GO:0042308"	"negative regulation of protein import into nucleus"	42308	-0.930931245874371	2.74350976472843	0.00183352124439396	0.787269916981473	0.88073734	10885
"GO:0046823"	"negative regulation of nucleocytoplasmic transport"	46823	-0.884723712422958	2.96894968098134	0.0030834986569374	0.782944071096313	0.5364479	10885
"GO:0090317"	"negative regulation of intracellular protein transport"	90317	-0.794135740543003	3.25430633233129	0.00595148396688455	0.775130731525081	0.93228708	10885
"GO:1900181"	"negative regulation of protein localization to nucleus"	1900181	-0.832021020070568	3.14891099310936	0.00466835065480415	0.779734885061928	0.63101612	10885
"GO:1905952"	"regulation of lipid localization"	1905952	-0.889560429022205	3.81338080673386	0.021571228238747	0.851666623147979	0.52647466	10885
"GO:1905954"	"positive regulation of lipid localization"	1905954	-0.957452326960514	3.61468634228201	0.013650283839367	0.808209070825454	0.58247082	10885
"GO:0010934"	"macrophage cytokine production"	-0.816064561842622	2.95230800966213	0.00261580354751748	0.883820592167534	0.39561557	null
"GO:0010992"	"ubiquitin recycling"	-0.957452326960514	2.75281643118827	0.00187330832383831	0.994245337946668	0.0046051	null
"GO:0015701"	"bicarbonate transport"	-0.858458342779687	3.33223641549144	0.00712188722053928	0.984752591099121	0.31102552	null
"GO:0015918"	"sterol transport"	-0.957452326960514	4.18235757976453	0.050453332325394	0.968287000313637	0	null
"GO:0010878"	"cholesterol storage"	10878	-0.894853354298597	2.04532297878666	0.000364714894906574	0.976662383842493	0.51858779	15918
"GO:0015911"	"long-chain fatty acid import across plasma membrane"	15911	-0.957452326960514	2.29885307640971	0.000656486810831833	0.968604496780788	0.94084468	15918
"GO:0030301"	"cholesterol transport"	30301	-0.957452326960514	3.93308216236979	0.0284179214931295	0.968662581583582	0.84460491	15918
"GO:0044539"	"long-chain fatty acid import into cell"	44539	-0.924910805147361	2.73479982958885	0.0017970497549033	0.970641504345426	0.56965237	15918
"GO:0140354"	"lipid import into cell"	140354	-0.904357348038648	2.80955971463527	0.00213523993018031	0.973551178080105	0.57500642	15918
"GO:1902001"	"fatty acid transmembrane transport"	1902001	-0.913131289820679	3.04218159451577	0.00365046453901944	0.968024694294732	0.69140199	15918
"GO:0019692"	"deoxyribose phosphate metabolic process"	-0.790398024577788	4.72875136501779	0.17754321084052	0.979298145244137	0.41327372	null
"GO:0030199"	"collagen fibril organization"	-3.25785114285466	3.44106640663926	0.00915102827220131	0.912068403802226	0.00503494	null
"GO:0030198"	"extracellular matrix organization"	30198	-1.65998515960428	4.47979118018949	0.100077767162364	0.905083952418537	0.84899421	30199
"GO:0071711"	"basement membrane organization"	71711	-0.819831178820255	3.15136985024746	0.00469487537443372	0.919799900480906	0.71631267	30199
"GO:1990000"	"amyloid fibril formation"	1990000	-0.809451074007463	2.74585519517373	0.00184346801425505	0.91792524172682	0.54979016	30199
"GO:0030866"	"cortical actin cytoskeleton organization"	-0.809451074007463	3.7419390777292	0.0182987409544489	0.895952452699914	0.39345839	null
"GO:0031145"	"anaphase-promoting complex-dependent catabolic process"	-0.876327032158823	3.97428135887783	0.0312461197236323	0.982552852703979	0.01871287	null
"GO:0031398"	"positive regulation of protein ubiquitination"	-0.957452326960514	4.08095100437948	0.039946227762131	0.807544118875335	0.39394991	null
"GO:0031396"	"regulation of protein ubiquitination"	31396	-0.858458342779687	4.24836567161272	0.0587356760297269	0.850545767192592	0.96423717	31398
"GO:0051443"	"positive regulation of ubiquitin-protein transferase activity"	51443	-0.838382887359432	3.9158217876204	0.027310514448595	0.807458152138478	0.98097353	31398
"GO:1903320"	"regulation of protein modification by small protein conjugation or removal"	1903320	-0.812634855996497	4.30668231101906	0.0671771680518373	0.85407087003586	0.70818443	31398
"GO:1903322"	"positive regulation of protein modification by small protein conjugation or removal"	1903322	-0.957452326960514	4.13408143746251	0.0451450728095265	0.806690957633037	0.94029876	31398
"GO:1904666"	"regulation of ubiquitin protein ligase activity"	1904666	-0.880360251308262	3.9253636673541	0.0279172674101214	0.875824756063106	0.97463335	31398
"GO:1904668"	"positive regulation of ubiquitin protein ligase activity"	1904668	-0.957452326960514	3.86952506285723	0.0245486280171661	0.808556460610634	0.9542358	31398
"GO:0031589"	"cell-substrate adhesion"	-0.957452326960514	4.31376179629244	0.0682812595064181	0.992447838370335	0.00571029	null
"GO:0007160"	"cell-matrix adhesion"	7160	-0.821949155355248	4.2047438326888	0.0531223822381194	0.992515276092495	0.65810943	31589
"GO:0031668"	"cellular response to extracellular stimulus"	-0.800887299262822	5.0801681438229	0.398772634910941	0.897829917868762	0.49837247	null
"GO:0031669"	"cellular response to nutrient levels"	31669	-0.832021020070568	4.36201097922999	0.0763049871943627	0.906574023520727	0.86335426	31668
"GO:0031670"	"cellular response to nutrient"	31670	-0.800887299262822	3.25623653320592	0.00597800868651412	0.901088425956245	0.71917378	31668
"GO:0071295"	"cellular response to vitamin"	71295	-0.846162969922921	3.02571538390134	0.0035145253509179	0.903705072776898	0.8929618	31668
"GO:0032060"	"bleb assembly"	-0.957452326960514	2.74973631556906	0.00186004596402353	0.91085902053831	0.49787088	null
"GO:0032886"	"regulation of microtubule-based process"	-0.812634855996497	4.42941310729248	0.0891164267754445	0.858669624902271	0.18953484	null
"GO:0032963"	"collagen metabolic process"	-1.91801414171411	3.74950442387614	0.0186203531799575	0.997612624756417	0	null
"GO:0032964"	"collagen biosynthetic process"	-1.45453811250532	2.64048143697042	0.00144559721981151	0.992115267550446	0.01579839	null
"GO:0030574"	"collagen catabolic process"	30574	-0.790398024577788	3.46908529912312	0.0097610968236814	0.992144565262146	0.84274039	32964
"GO:0033687"	"osteoblast proliferation"	-0.819831178820255	2.70329137811866	0.00167105733666285	0.993484120026588	0.00457696	null
"GO:0033690"	"positive regulation of osteoblast proliferation"	-0.957452326960514	2.75891189239797	0.00189983304346788	0.834723807563074	0.1466932	null
"GO:0033599"	"regulation of mammary gland epithelial cell proliferation"	33599	-0.930931245874371	2.89431606268444	0.00259610693374407	0.877430942396129	0.53812264	33690
"GO:0033688"	"regulation of osteoblast proliferation"	33688	-0.846162969922921	3.08278537031645	0.00400854825401862	0.874787344158108	0.55754866	33690
"GO:1904706"	"negative regulation of vascular associated smooth muscle cell proliferation"	1904706	-0.794135740543003	2.94497590841205	0.00291771915925259	0.802623391520139	0.56071474	33690
"GO:0034383"	"low-density lipoprotein particle clearance"	-0.832021020070568	2.63144376901317	0.00141575691022825	0.83176377268059	0.38247388	null
"GO:0035987"	"endodermal cell differentiation"	-1.46584910759445	3.32756326018728	0.00704562865160427	0.815451059068901	0.45598268	null
"GO:0001704"	"formation of primary germ layer"	1704	-0.957452326960514	3.77561044800636	0.0197741784838437	0.823838530375955	0.86573877	35987
"GO:0001706"	"endoderm formation"	1706	-1.3565910247436	3.40671045860979	0.00845475438192513	0.819008945248744	0.93619655	35987
"GO:0007369"	"gastrulation"	7369	-0.876327032158823	4.07751325149766	0.0396312467165298	0.819650442186468	0.75592373	35987
"GO:0036296"	"response to increased oxygen levels"	-0.859712863558038	2.84010609445676	0.00229107265800402	0.949595920428131	0.16118828	null
"GO:0055093"	"response to hyperoxia"	55093	-0.896327423197367	2.54406804435028	0.00115714089383995	0.94161909973715	0.70881987	36296
"GO:0038063"	"collagen-activated tyrosine kinase receptor signaling pathway"	-0.957452326960514	3.24477176149529	0.0058221759586904	0.822273528429606	0.48367157	null
"GO:0038065"	"collagen-activated signaling pathway"	-0.924910805147361	3.28869626059026	0.00644219128003158	0.822285000404828	0.48644466	null
"GO:0042060"	"wound healing"	-0.894853354298597	4.47565666318247	0.0991295084356068	0.922672637387427	0.4777624	null
"GO:0042573"	"retinoic acid metabolic process"	-0.832021020070568	3.40705081480425	0.00846138556183252	0.845519229087711	0.45582746	null
"GO:0042953"	"lipoprotein transport"	-0.896327423197367	4.1798102228788	0.050158244819515	0.973660857204832	0.41716394	null
"GO:0043062"	"extracellular structure organization"	-1.65998515960428	4.48870579398179	0.102153326473378	0.91020206797975	0.40911872	null
"GO:0043588"	"skin development"	-1.69269295555164	4.01085095737392	0.0339914282052927	0.857444921005917	0	null
"GO:0001649"	"osteoblast differentiation"	1649	-0.814926385988537	3.68412692561308	0.016017615066306	0.84145922414357	0.81193663	43588
"GO:0001667"	"ameboidal-type cell migration"	1667	-0.858458342779687	4.12241249541128	0.0439481448362422	0.982068992465806	0.72717815	43588
"GO:0001755"	"neural crest cell migration"	1755	-1.34757343253923	3.60151678365001	0.0132424662750623	0.826959564438743	0.58207451	43588
"GO:0001958"	"endochondral ossification"	1958	-0.858458342779687	3.15926633109349	0.00478108071322982	0.821922104097269	0.71428005	43588
"GO:0007492"	"endoderm development"	7492	-1.13470088590522	3.62889956442061	0.0141045196630233	0.860134015902664	0.59713317	43588
"GO:0014032"	"neural crest cell development"	14032	-1.13470088590522	3.74569922660251	0.0184578892722263	0.832069658503385	0.97565692	43588
"GO:0014033"	"neural crest cell differentiation"	14033	-1.05704038728656	3.80037335489135	0.0209346349676374	0.834066717990117	0.93605907	43588
"GO:0030879"	"mammary gland development"	30879	-0.957452326960514	3.62055244472944	0.0138359568767739	0.859536861941469	0.78426004	43588
"GO:0031069"	"hair follicle morphogenesis"	31069	-0.846162969922921	3.02489596010748	0.0035078941710105	0.820929508150603	0.76344505	43588
"GO:0033598"	"mammary gland epithelial cell proliferation"	33598	-0.862902915021512	2.76117581315573	0.00190977981332897	0.849410348583775	0.87177977	43588
"GO:0034505"	"tooth mineralization"	34505	-0.846162969922921	2.8109042806687	0.0021418711100877	0.851572833288733	0.68259677	43588
"GO:0035313"	"wound healing, spreading of epidermal cells"	35313	-0.889560429022205	2.68484536164441	0.00160142994763523	0.796606558275452	0.95653184	43588
"GO:0036075"	"replacement ossification"	36075	-0.858458342779687	3.15926633109349	0.00478108071322982	0.925067285013445	0.76259887	43588
"GO:0042249"	"establishment of planar polarity of embryonic epithelium"	42249	-0.926589565033272	2.58433122436753	0.00126987095226562	0.857444498771489	0.59632815	43588
"GO:0042476"	"odontogenesis"	42476	-0.957452326960514	3.67394199863409	0.015646268991492	0.843955383937249	0.76683129	43588
"GO:0043589"	"skin morphogenesis"	43589	-0.957452326960514	2.78532983501077	0.00201919428180094	0.857484870519807	0.68038001	43588
"GO:0044319"	"wound healing, spreading of cells"	44319	-0.816064561842622	3.08350261983027	0.00401517943392601	0.7876624285666	0.90636374	43588
"GO:0048592"	"eye morphogenesis"	48592	-0.924910805147361	4.09763901554684	0.0415111862202755	0.805246208247236	0.87003278	43588
"GO:0048730"	"epidermis morphogenesis"	48730	-0.823790229229369	3.17026171539496	0.00490375754151657	0.848585056220475	0.66155465	43588
"GO:0048762"	"mesenchymal cell differentiation"	48762	-1.14651753534565	3.97913846954681	0.0315975722587241	0.832755358589777	0.91082603	43588
"GO:0048864"	"stem cell development"	48864	-1.09437466179318	3.76551954309795	0.0193199426601873	0.858605211626184	0.89760831	43588
"GO:0060119"	"inner ear receptor cell development"	60119	-0.794135740543003	3.54406804435028	0.0116012492479828	0.818772007421778	0.80245624	43588
"GO:0060122"	"inner ear receptor cell stereocilium organization"	60122	-0.832021020070568	3.39497671955456	0.00822929426507379	0.76259911156485	0.95473836	43588
"GO:0060351"	"cartilage development involved in endochondral bone morphogenesis"	60351	-0.832021020070568	3.21112054125805	0.00538783367475621	0.817681514700038	0.93606632	43588
"GO:0060443"	"mammary gland morphogenesis"	60443	-0.786801116463643	3.23854788768133	0.005739286209848	0.845551732112756	0.92152897	43588
"GO:0060485"	"mesenchyme development"	60485	-0.964846840020378	4.11780140799733	0.0434839622427247	0.84166264044276	0.65242975	43588
"GO:0060571"	"morphogenesis of an epithelial fold"	60571	-0.880360251308262	2.94250410616808	0.00290114120948411	0.852763853561984	0.6204063	43588
"GO:0060572"	"morphogenesis of an epithelial bud"	60572	-0.930931245874371	2.56229286445647	0.00120687474314539	0.858617461128271	0.57710436	43588
"GO:0060603"	"mammary gland duct morphogenesis"	60603	-0.846162969922921	3.05269394192497	0.00373998546776923	0.810395867090366	0.9036781	43588
"GO:0061180"	"mammary gland epithelium development"	61180	-1.24655597684614	3.34674405460485	0.0073639252871591	0.845723032337193	0.56255905	43588
"GO:0061448"	"connective tissue development"	61448	-0.786801116463643	4.18107145782262	0.0503041307774777	0.850386956191428	0.69294298	43588
"GO:0072148"	"epithelial cell fate commitment"	72148	-0.930931245874371	2.92116605063774	0.00276188643142888	0.859605063657923	0.60097709	43588
"GO:0090103"	"cochlea morphogenesis"	90103	-0.880360251308262	2.94200805302231	0.00289782561953042	0.824051773650806	0.73992289	43588
"GO:0090177"	"establishment of planar polarity involved in neural tube closure"	90177	-0.957452326960514	1.73239375982297	0.000175726267545895	0.84009925966872	0.73169105	43588
"GO:0090497"	"mesenchymal cell migration"	90497	-1.32468928706993	3.61172330800734	0.0135574473206635	0.982051563398403	0.86642078	43588
"GO:0090504"	"epiboly"	90504	-0.814926385988537	3.36567514045592	0.00769216869257502	0.842694426602085	0.69481371	43588
"GO:0090505"	"epiboly involved in wound healing"	90505	-0.816064561842622	3.08350261983027	0.00401517943392601	0.79622133430322	0.93570489	43588
"GO:0090596"	"sensory organ morphogenesis"	90596	-1.08770916006295	4.28670341293427	0.0641566656040201	0.829500648491578	0.6419539	43588
"GO:0044241"	"lipid digestion"	-0.884723712422958	2.64048143697042	0.00144559721981151	0.926881165615902	0.38290604	null
"GO:0030299"	"intestinal cholesterol absorption"	30299	-0.904357348038648	2.51321760006794	0.00107756673495124	0.902392353051575	0.91199414	44241
"GO:0050892"	"intestinal absorption"	50892	-0.800887299262822	3.03302144468291	0.00357420597008443	0.914701522129533	0.76950779	44241
"GO:0098856"	"intestinal lipid absorption"	98856	-0.884723712422958	2.69635638873333	0.00164453261703328	0.902378349479253	0.81730276	44241
"GO:0044546"	"NLRP3 inflammasome complex assembly"	-0.889560429022205	2.09342168516224	0.000407817564304624	0.924745456088557	0.43488209	null
"GO:0044772"	"mitotic cell cycle phase transition"	-4.54063023385588	4.13789189824736	0.04554294360397	0.8439124840278	0	null
"GO:0000022"	"mitotic spindle elongation"	22	-0.957452326960514	2.73878055848437	0.00181362770467178	0.811103023850877	0.80022084	44772
"GO:0000070"	"mitotic sister chromatid segregation"	70	-2.18543683687345	4.5758918475106	0.124865117656196	0.773524580584595	0.91092284	44772
"GO:0000082"	"G1/S transition of mitotic cell cycle"	82	-1.15127076406058	3.86063741677375	0.0240512895241117	0.849476121915642	0.95483764	44772
"GO:0000280"	"nuclear division"	280	-2.91485338607165	4.8550525079096	0.237469183663624	0.859782169237706	0.93031919	44772
"GO:0000281"	"mitotic cytokinesis"	281	-2.91067244745781	4.1084635412036	0.0425589126456435	0.847143150559657	0.7345858	44772
"GO:0000819"	"sister chromatid segregation"	819	-1.97635262948753	4.74950442387614	0.186233372109158	0.786957909212322	0.92352882	44772
"GO:0000910"	"cytokinesis"	910	-2.29578343561546	4.8385153740392	0.228596664947533	0.84784807812092	0.66162095	44772
"GO:0001556"	"oocyte maturation"	1556	-0.849955131790544	3.01703333929878	0.00344489796189028	0.820913771246361	0.70646152	44772
"GO:0007019"	"microtubule depolymerization"	7019	-0.786801116463643	3.05461305455689	0.00375656341753771	0.891335598698355	0.82180598	44772
"GO:0007020"	"microtubule nucleation"	7020	-0.814926385988537	4.16073856811258	0.0480031113496125	0.873996477517933	0.76555791	44772
"GO:0007051"	"spindle organization"	7051	-1.37849307000962	4.43920633523702	0.0911488834170603	0.800044285301457	0.70559856	44772
"GO:0007052"	"mitotic spindle organization"	7052	-1.69737398963595	4.03706775804256	0.0361067745957508	0.796355962569835	0.90418343	44772
"GO:0007059"	"chromosome segregation"	7059	-1.44470246696381	5.12179284976012	0.438884642170757	0.841071116120867	0.79714143	44772
"GO:0007091"	"metaphase/anaphase transition of mitotic cell cycle"	7091	-2.89956891617987	2.94001815500766	0.00288456325971563	0.596941833155327	0.84325213	44772
"GO:0007130"	"synaptonemal complex assembly"	7130	-0.894853354298597	3.45954325828041	0.00954889906664485	0.79907401608428	0.76537544	44772
"GO:0007135"	"meiosis II"	7135	-0.924910805147361	3.59780484240429	0.0131297362166367	0.80383806862411	0.77984711	44772
"GO:0007141"	"male meiosis I"	7141	-0.858458342779687	3.04493154614916	0.00367367366869531	0.766249346966836	0.72501821	44772
"GO:0007143"	"female meiotic nuclear division"	7143	-0.832021020070568	3.40790054014264	0.008477963511601	0.755941802406608	0.76491544	44772
"GO:0007144"	"female meiosis I"	7144	-0.957452326960514	2.70243053644553	0.00166774174670915	0.774374919881879	0.69473309	44772
"GO:0008608"	"attachment of spindle microtubules to kinetochore"	8608	-0.795693510360058	4.02869322839392	0.035417131885382	0.853973484722387	0.6828871	44772
"GO:0010458"	"exit from mitosis"	10458	-1.77784535451761	2.81954393554187	0.00218497377948575	0.818163359084486	0.83053992	44772
"GO:0032506"	"cytokinetic process"	32506	-2.74102992211699	4.61278385671974	0.135935872511588	0.84921233098377	0.85653043	44772
"GO:0033260"	"nuclear DNA replication"	33260	-0.814926385988537	4.163787309962	0.0483413015248896	0.843218629362856	0.9496757	44772
"GO:0044784"	"metaphase/anaphase transition of cell cycle"	44784	-2.89956891617987	2.94299959336604	0.00290445679943781	0.602801732307329	0.8435716	44772
"GO:0044843"	"cell cycle G1/S phase transition"	44843	-1.06225966742631	3.86840930331496	0.0244856318080459	0.859213416819165	0.95590513	44772
"GO:0045132"	"meiotic chromosome segregation"	45132	-1.02311425928942	4.18018324184823	0.0502013474889131	0.786409549457793	0.85225259	44772
"GO:0045144"	"meiotic sister chromatid segregation"	45144	-0.926589565033272	3.44731310882357	0.00928365187034916	0.801155434778512	0.97835345	44772
"GO:0051177"	"meiotic sister chromatid cohesion"	51177	-0.926589565033272	3.43584436598444	0.00904161380372934	0.801186803262097	0.97693719	44772
"GO:0051225"	"spindle assembly"	51225	-1.73725007786128	4.17498965040733	0.0496045412972478	0.798080040755477	0.84803416	44772
"GO:0051231"	"spindle elongation"	51231	-0.938412017178844	3.02036128264771	0.00347142268151985	0.821515513767689	0.73028685	44772
"GO:0051255"	"spindle midzone assembly"	51255	-0.938412017178844	2.9804578922761	0.0031663884057798	0.825448977938878	0.79029186	44772
"GO:0051256"	"mitotic spindle midzone assembly"	51256	-0.957452326960514	2.59988307207369	0.00131628921161736	0.809772964105617	0.92689485	44772
"GO:0051304"	"chromosome separation"	51304	-2.65426573919232	4.04489238347436	0.0367632614065827	0.857502352076767	0.58412883	44772
"GO:0051306"	"mitotic sister chromatid separation"	51306	-2.88257539245988	2.97173959088778	0.00310339219665958	0.815324662674054	0.62816994	44772
"GO:0051315"	"attachment of mitotic spindle microtubules to kinetochore"	51315	-0.894853354298597	3.5584685625238	0.0119924888625189	0.791480413069518	0.73025099	44772
"GO:0051321"	"meiotic cell cycle"	51321	-0.769288912363187	4.7730253976388	0.196597906304412	0.858039378802782	0.70056314	44772
"GO:0061640"	"cytoskeleton-dependent cytokinesis"	61640	-2.78065984629361	4.1936532249072	0.0517828838968261	0.857854692712904	0.79163677	44772
"GO:0061952"	"midbody abscission"	61952	-2.10421392842851	2.99387691494121	0.00326585610439069	0.829918136063363	0.83596973	44772
"GO:0061983"	"meiosis II cell cycle process"	61983	-0.924910805147361	3.60766943668824	0.013431454902423	0.857230921672593	0.78090052	44772
"GO:0070192"	"chromosome organization involved in meiotic cell cycle"	70192	-1.18008874916926	4.04669022137006	0.0369157785444527	0.802164609478357	0.58428387	44772
"GO:0070601"	"centromeric sister chromatid cohesion"	70601	-0.957452326960514	3.31175386105575	0.00679364381512337	0.822785210444572	0.61750936	44772
"GO:0090307"	"mitotic spindle assembly"	90307	-2.28918953374522	3.62044838471171	0.0138326412868202	0.791719026654259	0.68479316	44772
"GO:0098813"	"nuclear chromosome segregation"	98813	-1.65998515960428	4.87166048609187	0.246726310814344	0.839717667282304	0.77694748	44772
