TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0015701"	"bicarbonate transport"	-0.858458342779687	3.33223641549144	0.00712188722053928	0.984752591099121	0.31102552	null
"GO:0015918"	"sterol transport"	-0.957452326960514	4.18235757976453	0.050453332325394	0.968287000313637	0	null
"GO:0019692"	"deoxyribose phosphate metabolic process"	-0.790398024577788	4.72875136501779	0.17754321084052	0.979298145244137	0.41327372	null
"GO:0030199"	"collagen fibril organization"	-3.25785114285466	3.44106640663926	0.00915102827220131	0.912068403802226	0.00503494	null
"GO:0030866"	"cortical actin cytoskeleton organization"	-0.809451074007463	3.7419390777292	0.0182987409544489	0.895952452699914	0.39345839	null
"GO:0031145"	"anaphase-promoting complex-dependent catabolic process"	-0.876327032158823	3.97428135887783	0.0312461197236323	0.982552852703979	0.01871287	null
"GO:0031398"	"positive regulation of protein ubiquitination"	-0.957452326960514	4.08095100437948	0.039946227762131	0.807544118875335	0.39394991	null
"GO:0031589"	"cell-substrate adhesion"	-0.957452326960514	4.31376179629244	0.0682812595064181	0.992447838370335	0.00571029	null
"GO:0007160"	"cell-matrix adhesion"	7160	-0.821949155355248	4.2047438326888	0.0531223822381194	0.992515276092495	0.65810943	31589
"GO:0031668"	"cellular response to extracellular stimulus"	-0.800887299262822	5.0801681438229	0.398772634910941	0.897829917868762	0.49837247	null
"GO:0032060"	"bleb assembly"	-0.957452326960514	2.74973631556906	0.00186004596402353	0.91085902053831	0.49787088	null
"GO:0032886"	"regulation of microtubule-based process"	-0.812634855996497	4.42941310729248	0.0891164267754445	0.858669624902271	0.18953484	null
"GO:0032963"	"collagen metabolic process"	-1.91801414171411	3.74950442387614	0.0186203531799575	0.997612624756417	0	null
"GO:0032964"	"collagen biosynthetic process"	-1.45453811250532	2.64048143697042	0.00144559721981151	0.992115267550446	0.01579839	null
"GO:0033687"	"osteoblast proliferation"	-0.819831178820255	2.70329137811866	0.00167105733666285	0.993484120026588	0.00457696	null
"GO:0033690"	"positive regulation of osteoblast proliferation"	-0.957452326960514	2.75891189239797	0.00189983304346788	0.834723807563074	0.1466932	null
"GO:0034383"	"low-density lipoprotein particle clearance"	-0.832021020070568	2.63144376901317	0.00141575691022825	0.83176377268059	0.38247388	null
"GO:0035987"	"endodermal cell differentiation"	-1.46584910759445	3.32756326018728	0.00704562865160427	0.815451059068901	0.45598268	null
"GO:0036296"	"response to increased oxygen levels"	-0.859712863558038	2.84010609445676	0.00229107265800402	0.949595920428131	0.16118828	null
"GO:0038063"	"collagen-activated tyrosine kinase receptor signaling pathway"	-0.957452326960514	3.24477176149529	0.0058221759586904	0.822273528429606	0.48367157	null
"GO:0038065"	"collagen-activated signaling pathway"	-0.924910805147361	3.28869626059026	0.00644219128003158	0.822285000404828	0.48644466	null
"GO:0042060"	"wound healing"	-0.894853354298597	4.47565666318247	0.0991295084356068	0.922672637387427	0.4777624	null
"GO:0042573"	"retinoic acid metabolic process"	-0.832021020070568	3.40705081480425	0.00846138556183252	0.845519229087711	0.45582746	null
"GO:0042953"	"lipoprotein transport"	-0.896327423197367	4.1798102228788	0.050158244819515	0.973660857204832	0.41716394	null
"GO:0043062"	"extracellular structure organization"	-1.65998515960428	4.48870579398179	0.102153326473378	0.91020206797975	0.40911872	null
"GO:0043588"	"skin development"	-1.69269295555164	4.01085095737392	0.0339914282052927	0.857444921005917	0	null
"GO:0044241"	"lipid digestion"	-0.884723712422958	2.64048143697042	0.00144559721981151	0.926881165615902	0.38290604	null
"GO:0044546"	"NLRP3 inflammasome complex assembly"	-0.889560429022205	2.09342168516224	0.000407817564304624	0.924745456088557	0.43488209	null
"GO:0044772"	"mitotic cell cycle phase transition"	-4.54063023385588	4.13789189824736	0.04554294360397	0.8439124840278	0	null
"GO:0044872"	"lipoprotein localization"	-0.894853354298597	4.20300567472848	0.0529101844810828	0.97434623218473	0.44718354	null
"GO:0045229"	"external encapsulating structure organization"	-1.65998515960428	5.47962712876509	1.0004295346785	0.89542141934149	0.33812781	null
"GO:0045429"	"positive regulation of nitric oxide biosynthetic process"	-0.800887299262822	3.28757780907871	0.0064256133302631	0.823713410652652	0.48288672	null
"GO:0048262"	"determination of dorsal/ventral asymmetry"	-0.957452326960514	2.9415114326344	0.00289451002957672	0.857332098283544	0.39994728	null
"GO:0048846"	"axon extension involved in axon guidance"	-1.65998515960428	2.74429298312268	0.00183683683434766	0.715769025568729	0.39031953	null
"GO:0048863"	"stem cell differentiation"	-0.814926385988537	4.07081335970272	0.0390244937550034	0.86570645712953	0.49183545	null
"GO:0050919"	"negative chemotaxis"	-1.49090620475839	3.18723861983148	0.00509937734878465	0.92057014917949	0.49185446	null
"GO:0050922"	"negative regulation of chemotaxis"	-1.24655597684614	3.29776051109913	0.00657813046813312	0.770989433322565	0.40135116	null
"GO:0051246"	"regulation of protein metabolic process"	-0.957452326960514	5.86160131214597	2.41080192682195	0.828730040698824	0.22827363	null
"GO:0051258"	"protein polymerization"	-1.06225966742631	4.59150980899465	0.129437316202343	0.897834398995105	0.41772395	null
"GO:0051291"	"protein heterooligomerization"	-0.859712863558038	3.11892575282578	0.00435668519915671	0.914663852693564	0.49659713	null
"GO:0051302"	"regulation of cell division"	-0.880829213802554	4.52850533914635	0.111957525966457	0.856699481851544	0.19287484	null
"GO:0051784"	"negative regulation of nuclear division"	-2.4611877969699	4.05888133934956	0.0379668205597744	0.69808724770045	0.17800808	null
"GO:0060100"	"positive regulation of phagocytosis, engulfment"	-0.957452326960514	2.66558099101795	0.00153180255860761	0.749210509703098	0.4884729	null
"GO:0060325"	"face morphogenesis"	-0.849955131790544	3.18667386749975	0.00509274616887725	0.863550035767915	0.47989543	null
"GO:0060828"	"regulation of canonical Wnt signaling pathway"	-1.12781599493407	4.24407910667239	0.0581587633777838	0.812898827395016	0.48376099	null
"GO:0061383"	"trabecula morphogenesis"	-0.782233997990882	3.27806733088866	0.00628635855220786	0.866969733543423	0.48514881	null
"GO:0061430"	"bone trabecula morphogenesis"	-0.957452326960514	2.66275783168157	0.00152185578874652	0.871439999122298	0.42421675	null
"GO:0070371"	"ERK1 and ERK2 cascade"	-1.5753358191737	3.29534714833362	0.00654165897864246	0.822956689415282	0.15818121	null
"GO:0070979"	"protein K11-linked ubiquitination"	-0.849955131790544	3.29512708525219	0.00653834338868876	0.993006677546399	0.15376392	null
"GO:0071230"	"cellular response to amino acid stimulus"	-1.15127076406058	3.79553244271015	0.0207025436708786	0.887132088436711	0.2071319	null
"GO:0071402"	"cellular response to lipoprotein particle stimulus"	-0.816064561842622	3.03059972196595	0.00355431243036225	0.944590628863183	0.18877198	null
"GO:0071526"	"semaphorin-plexin signaling pathway"	-1.533404115089	4.00518051250378	0.0335504547414511	0.805920019309759	0.26127888	null
"GO:0086067"	"AV node cell to bundle of His cell communication"	-0.957452326960514	2.59769518592551	0.00130965803170997	0.842641499251034	0.21288639	null
"GO:0090077"	"foam cell differentiation"	-0.812634855996497	2.33645973384853	0.000716167429998364	0.889871989719687	0.36021498	null
"GO:0090235"	"regulation of metaphase plate congression"	-0.957452326960514	2.79726754083072	0.00207555931101378	0.868231970117419	0.13314962	null
"GO:0097009"	"energy homeostasis"	-0.795693510360058	3.25406445291434	0.00594816837693085	0.926175530864987	0.45228602	null
"GO:0097242"	"amyloid-beta clearance"	-0.812634855996497	2.89817648349768	0.00261931606341994	0.93116033218583	0.39564529	null
"GO:0140632"	"inflammasome complex assembly"	-0.880360251308262	2.26951294421792	0.000613384141433784	0.92331034118051	0.44439914	null
"GO:1900272"	"negative regulation of long-term synaptic potentiation"	-0.957452326960514	2.47712125471966	0.000991361396155142	0.78073641725705	0.36219584	null
"GO:1901987"	"regulation of cell cycle phase transition"	-3.77039735499427	4.80702060544357	0.212605574600857	0.696460913657296	0	null
"GO:1905153"	"regulation of membrane invagination"	-0.930931245874371	2.74973631556906	0.00186004596402353	0.809518588906839	0.49352603	null
"GO:2000121"	"regulation of removal of superoxide radicals"	-0.957452326960514	2.29446622616159	0.000649855630924441	0.843628563050099	0.13799759	null
